Duration (in seconds),ResponseId,age,level,environment,1_1,1_2,1_3,1_4,1_5,2_1,2_2,2_3,2_4,2_5,3_1,3_2,3_3,3_4,3_5,4_1,4_2,4_3,4_4,4_5,1_1,1_2,1_3,1_4,1_5,2_1,2_2,2_3,2_4,2_5,3_1,3_2,3_3,3_4,3_5,4_1,4_2,4_3,4_4,4_5,1_1,1_2,1_3,1_4,1_5,2_1,2_2,2_3,2_4,2_5,3_1,3_2,3_3,3_4,3_5,4_1,4_2,4_3,4_4,4_5,1_1,1_2,1_3,1_4,1_5,2_1,2_2,2_3,2_4,2_5,3_1,3_2,3_3,3_4,3_5,4_1,4_2,4_3,4_4,4_5,1_1,1_2,1_3,1_4,1_5,2_1,2_2,2_3,2_4,2_5,3_1,3_2,3_3,3_4,3_5,4_1,4_2,4_3,4_4,4_5,1_1,1_2,1_3,1_4,1_5,2_1,2_2,2_3,2_4,2_5,3_1,3_2,3_3,3_4,3_5,4_1,4_2,4_3,4_4,4_5,1_1,1_2,1_3,1_4,1_5,2_1,2_2,2_3,2_4,2_5,3_1,3_2,3_3,3_4,3_5,4_1,4_2,4_3,4_4,4_5,1_1,1_2,1_3,1_4,1_5,2_1,2_2,2_3,2_4,2_5,3_1,3_2,3_3,3_4,3_5,4_1,4_2,4_3,4_4,4_5,1_1,1_2,1_3,1_4,1_5,2_1,2_2,2_3,2_4,2_5,3_1,3_2,3_3,3_4,3_5,4_1,4_2,4_3,4_4,4_5,1_1,1_2,1_3,1_4,1_5,2_1,2_2,2_3,2_4,2_5,3_1,3_2,3_3,3_4,3_5,4_1,4_2,4_3,4_4,4_5,1_1,1_2,1_3,1_4,1_5,2_1,2_2,2_3,2_4,2_5,3_1,3_2,3_3,3_4,3_5,4_1,4_2,4_3,4_4,4_5,1_1,1_2,1_3,1_4,1_5,2_1,2_2,2_3,2_4,2_5,3_1,3_2,3_3,3_4,3_5,4_1,4_2,4_3,4_4,4_5,1_1,1_2,1_3,1_4,1_5,2_1,2_2,2_3,2_4,2_5,3_1,3_2,3_3,3_4,3_5,4_1,4_2,4_3,4_4,4_5,1_1,1_2,1_3,1_4,1_5,2_1,2_2,2_3,2_4,2_5,3_1,3_2,3_3,3_4,3_5,4_1,4_2,4_3,4_4,4_5,1_1,1_2,1_3,1_4,1_5,2_1,2_2,2_3,2_4,2_5,3_1,3_2,3_3,3_4,3_5,4_1,4_2,4_3,4_4,4_5,Q16
Duration (in seconds),Response ID,What is your age?,Please rate your audio engineering level:,"Listening Environment
Please conduct the experiment in a quiet listening space with good speakers and headphones.
it will be helpful to describe your listening environment below. This is optional.","Please listen and rate the mix by:
  (1) the level balance between the vocal and the backing track,
  (2) the use of EQ on the vocal,
  (3) the use of compression on the vocal,
  (4) the use of reverb on the vocal,
  (5) the overall quality of the mix - Level Balance","Please listen and rate the mix by:
  (1) the level balance between the vocal and the backing track,
  (2) the use of EQ on the vocal,
  (3) the use of compression on the vocal,
  (4) the use of reverb on the vocal,
  (5) the overall quality of the mix - EQ","Please listen and rate the mix by:
  (1) the level balance between the vocal and the backing track,
  (2) the use of EQ on the vocal,
  (3) the use of compression on the vocal,
  (4) the use of reverb on the vocal,
  (5) the overall quality of the mix - Compression","Please listen and rate the mix by:
  (1) the level balance between the vocal and the backing track,
  (2) the use of EQ on the vocal,
  (3) the use of compression on the vocal,
  (4) the use of reverb on the vocal,
  (5) the overall quality of the mix - Reverb","Please listen and rate the mix by:
  (1) the level balance between the vocal and the backing track,
  (2) the use of EQ on the vocal,
  (3) the use of compression on the vocal,
  (4) the use of reverb on the vocal,
  (5) the overall quality of the mix - Overall",2 - Level Balance,2 - EQ,2 - Compression,2 - Reverb,2 - Overall,3 - Level Balance,3 - EQ,3 - Compression,3 - Reverb,3 - Overall,4 - Level Balance,4 - EQ,4 - Compression,4 - Reverb,4 - Overall,"Please listen and rate the mix by:
  (1) the level balance between the vocal and the backing track,
  (2) the use of EQ on the vocal,
  (3) the use of compression on the vocal,
  (4) the use of reverb on the vocal,
  (5) the overall quality of the mix - Level Balance","Please listen and rate the mix by:
  (1) the level balance between the vocal and the backing track,
  (2) the use of EQ on the vocal,
  (3) the use of compression on the vocal,
  (4) the use of reverb on the vocal,
  (5) the overall quality of the mix - EQ","Please listen and rate the mix by:
  (1) the level balance between the vocal and the backing track,
  (2) the use of EQ on the vocal,
  (3) the use of compression on the vocal,
  (4) the use of reverb on the vocal,
  (5) the overall quality of the mix - Compression","Please listen and rate the mix by:
  (1) the level balance between the vocal and the backing track,
  (2) the use of EQ on the vocal,
  (3) the use of compression on the vocal,
  (4) the use of reverb on the vocal,
  (5) the overall quality of the mix - Reverb","Please listen and rate the mix by:
  (1) the level balance between the vocal and the backing track,
  (2) the use of EQ on the vocal,
  (3) the use of compression on the vocal,
  (4) the use of reverb on the vocal,
  (5) the overall quality of the mix - Overall",2 - Level Balance,2 - EQ,2 - Compression,2 - Reverb,2 - Overall,3 - Level Balance,3 - EQ,3 - Compression,3 - Reverb,3 - Overall,4 - Level Balance,4 - EQ,4 - Compression,4 - Reverb,4 - Overall,"Please listen and rate the mix by:
  (1) the level balance between the vocal and the backing track,
  (2) the use of EQ on the vocal,
  (3) the use of compression on the vocal,
  (4) the use of reverb on the vocal,
  (5) the overall quality of the mix - Level Balance","Please listen and rate the mix by:
  (1) the level balance between the vocal and the backing track,
  (2) the use of EQ on the vocal,
  (3) the use of compression on the vocal,
  (4) the use of reverb on the vocal,
  (5) the overall quality of the mix - EQ","Please listen and rate the mix by:
  (1) the level balance between the vocal and the backing track,
  (2) the use of EQ on the vocal,
  (3) the use of compression on the vocal,
  (4) the use of reverb on the vocal,
  (5) the overall quality of the mix - Compression","Please listen and rate the mix by:
  (1) the level balance between the vocal and the backing track,
  (2) the use of EQ on the vocal,
  (3) the use of compression on the vocal,
  (4) the use of reverb on the vocal,
  (5) the overall quality of the mix - Reverb","Please listen and rate the mix by:
  (1) the level balance between the vocal and the backing track,
  (2) the use of EQ on the vocal,
  (3) the use of compression on the vocal,
  (4) the use of reverb on the vocal,
  (5) the overall quality of the mix - Overall",2 - Level Balance,2 - EQ,2 - Compression,2 - Reverb,2 - Overall,3 - Level Balance,3 - EQ,3 - Compression,3 - Reverb,3 - Overall,4 - Level Balance,4 - EQ,4 - Compression,4 - Reverb,4 - Overall,"Please listen and rate the mix by:
  (1) the level balance between the vocal and the backing track,
  (2) the use of EQ on the vocal,
  (3) the use of compression on the vocal,
  (4) the use of reverb on the vocal,
  (5) the overall quality of the mix - Level Balance","Please listen and rate the mix by:
  (1) the level balance between the vocal and the backing track,
  (2) the use of EQ on the vocal,
  (3) the use of compression on the vocal,
  (4) the use of reverb on the vocal,
  (5) the overall quality of the mix - EQ","Please listen and rate the mix by:
  (1) the level balance between the vocal and the backing track,
  (2) the use of EQ on the vocal,
  (3) the use of compression on the vocal,
  (4) the use of reverb on the vocal,
  (5) the overall quality of the mix - Compression","Please listen and rate the mix by:
  (1) the level balance between the vocal and the backing track,
  (2) the use of EQ on the vocal,
  (3) the use of compression on the vocal,
  (4) the use of reverb on the vocal,
  (5) the overall quality of the mix - Reverb","Please listen and rate the mix by:
  (1) the level balance between the vocal and the backing track,
  (2) the use of EQ on the vocal,
  (3) the use of compression on the vocal,
  (4) the use of reverb on the vocal,
  (5) the overall quality of the mix - Overall",2 - Level Balance,2 - EQ,2 - Compression,2 - Reverb,2 - Overall,3 - Level Balance,3 - EQ,3 - Compression,3 - Reverb,3 - Overall,4 - Level Balance,4 - EQ,4 - Compression,4 - Reverb,4 - Overall,"Please listen and rate the mix by:
  (1) the level balance between the vocal and the backing track,
  (2) the use of EQ on the vocal,
  (3) the use of compression on the vocal,
  (4) the use of reverb on the vocal,
  (5) the overall quality of the mix - Level Balance","Please listen and rate the mix by:
  (1) the level balance between the vocal and the backing track,
  (2) the use of EQ on the vocal,
  (3) the use of compression on the vocal,
  (4) the use of reverb on the vocal,
  (5) the overall quality of the mix - EQ","Please listen and rate the mix by:
  (1) the level balance between the vocal and the backing track,
  (2) the use of EQ on the vocal,
  (3) the use of compression on the vocal,
  (4) the use of reverb on the vocal,
  (5) the overall quality of the mix - Compression","Please listen and rate the mix by:
  (1) the level balance between the vocal and the backing track,
  (2) the use of EQ on the vocal,
  (3) the use of compression on the vocal,
  (4) the use of reverb on the vocal,
  (5) the overall quality of the mix - Reverb","Please listen and rate the mix by:
  (1) the level balance between the vocal and the backing track,
  (2) the use of EQ on the vocal,
  (3) the use of compression on the vocal,
  (4) the use of reverb on the vocal,
  (5) the overall quality of the mix - Overall",2 - Level Balance,2 - EQ,2 - Compression,2 - Reverb,2 - Overall,3 - Level Balance,3 - EQ,3 - Compression,3 - Reverb,3 - Overall,4 - Level Balance,4 - EQ,4 - Compression,4 - Reverb,4 - Overall,"Please listen and rate the mix by:
  (1) the level balance between the vocal and the backing track,
  (2) the use of EQ on the vocal,
  (3) the use of compression on the vocal,
  (4) the use of reverb on the vocal,
  (5) the overall quality of the mix - Level Balance","Please listen and rate the mix by:
  (1) the level balance between the vocal and the backing track,
  (2) the use of EQ on the vocal,
  (3) the use of compression on the vocal,
  (4) the use of reverb on the vocal,
  (5) the overall quality of the mix - EQ","Please listen and rate the mix by:
  (1) the level balance between the vocal and the backing track,
  (2) the use of EQ on the vocal,
  (3) the use of compression on the vocal,
  (4) the use of reverb on the vocal,
  (5) the overall quality of the mix - Compression","Please listen and rate the mix by:
  (1) the level balance between the vocal and the backing track,
  (2) the use of EQ on the vocal,
  (3) the use of compression on the vocal,
  (4) the use of reverb on the vocal,
  (5) the overall quality of the mix - Reverb","Please listen and rate the mix by:
  (1) the level balance between the vocal and the backing track,
